period,year,half-year,quarter,month,day,indicator,unit,Status,Data producer,Region / business partner,Data type,values,sort
year,2017,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",2.1,AB004C006D008
year,2017,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.9,AB004C006D009
year,2018,,,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",200.1,AB003C000D000E000
year,2018,,,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",189.8,AB003C000D000E000F000
year,2018,,,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",167.0,AB003C000D000E000F000G000
year,2018,,,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",199.2,AB003C000D000E000F000G001
year,2018,,,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",134.4,AB003C000D000E000F000G002
year,2018,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",210.4,AB003C000D000E000F000G003
year,2018,,,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",232.0,AB003C000D000E000F001
year,2018,,,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",177.6,AB003C000D000E000F001G000
year,2018,,,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",236.0,AB003C000D000E000F001G001
year,2018,,,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",200.3,AB003C000D000E000F001G002
year,2018,,,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",242.9,AB003C000D000E000F001G003
year,2018,,,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.9,AB004C006
year,2018,,,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.2,AB004C006D000
year,2018,,,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.9,AB004C006D001
year,2018,,,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.5,AB004C006D002
year,2018,,,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.3,AB004C006D003
year,2018,,,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.4,AB004C006D004
year,2018,,,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.5,AB004C006D005
year,2018,,,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.6,AB004C006D006
year,2018,,,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.5,AB004C006D007
year,2018,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.1,AB004C006D008
year,2018,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",9.7,AB004C006D009
year,2019,,,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",208.0,AB003C000D000E000
year,2019,,,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",194.8,AB003C000D000E000F000
year,2019,,,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",170.3,AB003C000D000E000F000G000
year,2019,,,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",204.9,AB003C000D000E000F000G001
year,2019,,,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",137.5,AB003C000D000E000F000G002
year,2019,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",217.6,AB003C000D000E000F000G003
year,2019,,,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",243.2,AB003C000D000E000F001
year,2019,,,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",182.9,AB003C000D000E000F001G000
year,2019,,,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",247.7,AB003C000D000E000F001G001
year,2019,,,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",212.1,AB003C000D000E000F001G002
year,2019,,,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",252.1,AB003C000D000E000F001G003
year,2019,,,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",3.9,AB004C006
year,2019,,,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.9,AB004C006D000
year,2019,,,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",3.0,AB004C006D001
year,2019,,,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.9,AB004C006D002
year,2019,,,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.9,AB004C006D003
year,2019,,,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",3.8,AB004C006D004
year,2019,,,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",2.6,AB004C006D005
year,2019,,,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",2.0,AB004C006D006
year,2019,,,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",2.9,AB004C006D007
year,2019,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",2.3,AB004C006D008
year,2019,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",3.4,AB004C006D009
year,2020,,,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",222.6,AB003C000D000E000
year,2020,,,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",209.4,AB003C000D000E000F000
year,2020,,,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",186.3,AB003C000D000E000F000G000
year,2020,,,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",218.1,AB003C000D000E000F000G001
year,2020,,,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",148.8,AB003C000D000E000F000G002
year,2020,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",228.2,AB003C000D000E000F000G003
year,2020,,,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",259.6,AB003C000D000E000F001
year,2020,,,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",207.2,AB003C000D000E000F001G000
year,2020,,,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",263.2,AB003C000D000E000F001G001
year,2020,,,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",226.6,AB003C000D000E000F001G002
year,2020,,,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",266.9,AB003C000D000E000F001G003
year,2020,,,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",7.0,AB004C006
year,2020,,,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.7,AB004C006D000
year,2020,,,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",13.3,AB004C006D001
year,2020,,,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.3,AB004C006D002
year,2020,,,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.8,AB004C006D003
year,2020,,,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.9,AB004C006D004
year,2020,,,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",7.5,AB004C006D005
year,2020,,,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",9.4,AB004C006D006
year,2020,,,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.4,AB004C006D007
year,2020,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.3,AB004C006D008
year,2020,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.9,AB004C006D009
year,2021,,,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",248.8,AB003C000D000E000
year,2021,,,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",236.2,AB003C000D000E000F000
year,2021,,,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",209.6,AB003C000D000E000F000G000
year,2021,,,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",246.4,AB003C000D000E000F000G001
year,2021,,,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",167.2,AB003C000D000E000F000G002
year,2021,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",258.7,AB003C000D000E000F000G003
year,2021,,,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",287.6,AB003C000D000E000F001
year,2021,,,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",225.6,AB003C000D000E000F001G000
year,2021,,,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",292.1,AB003C000D000E000F001G001
